"","day","method","sample","sample_no","time","accu","rps"
"55",3,"t",167,21,4.10999999999999,0.580838323353293,0.172028791025332
"56",2,"t",167,19,3.95,0.604790419161677,0.172033178003185
"57",3,"t",167,19,4.10999999999999,0.604790419161677,0.172033178003185
"58",4,"t",177,19,3.94999999999999,0.580838323353293,0.172034854792582
"59",4,"w",142,19,1.91999999999996,0.568862275449102,0.172050075972566
"60",4,"w",106,23,1.91999999999996,0.598802395209581,0.172073576205957
"61",2,"w",106,19,2.44,0.562874251497006,0.172084606455129
"62",3,"w",142,19,2,0.574850299401198,0.172104569545998
"63",4,"s",169,21,2.81,0.568862275449102,0.172109074971858
"64",2,"s",142,25,3.28,0.55688622754491,0.172118649118451
"65",2,"t",169,21,3.95,0.586826347305389,0.172170993582119
"66",3,"t",169,21,4.10999999999999,0.586826347305389,0.172170993582119
"67",2,"t",169,25,3.95,0.604790419161677,0.172260148015937
